prompt_index,original_row_index,position,clean_token_id,clean_votes,runner_up_token_id,runner_up_votes,num_unique_tokens,dpa_stability_radius
37,37,11,16774,499,,1,2,248
37,37,12,794,496,1232,3,3,246
37,37,13,53198,486,55834,11,5,237
37,37,14,67468,497,13922,1,4,247
37,37,15,794,486,11955,11,5,237
37,37,16,330,486,7393,10,6,237
37,37,17,7780,495,10,1,6,246
37,37,18,14,491,33440,5,6,242
37,37,19,27847,491,10822,5,5,242
38,38,0,53198,327,100257,111,5,107
38,38,1,609,389,,111,2,138
38,38,2,794,347,,111,3,117
38,38,3,330,347,,111,3,117
38,38,4,677,320,,111,3,104
38,38,5,52689,320,,111,3,104
38,38,6,349,320,,111,3,104
38,38,7,498,309,,111,5,98
38,38,8,330,309,,111,8,98
38,38,9,16774,317,,111,6,102
38,38,10,794,310,,113,5,98
38,38,11,330,163,53198,113,10,24
38,38,12,1178,141,,113,22,13
38,38,13,,113,794,112,20,0
38,38,14,330,121,,115,21,2
38,38,15,,118,677,80,28,18
38,38,16,,118,52689,88,33,14
38,38,17,,118,349,88,38,14
38,38,18,,118,349,67,40,25
38,38,19,,118,330,59,51,29
39,39,0,13922,377,53198,68,4,154
39,39,1,609,485,,15,2,234
39,39,2,1232,377,794,108,3,134
39,39,3,364,377,330,108,3,134
39,39,4,76087,426,57330,54,5,185
39,39,5,56536,426,18825,33,8,196
39,39,6,41324,418,13782,43,9,187
39,39,7,518,371,498,105,8,132
39,39,8,364,371,330,105,9,132
39,39,9,16774,476,,17,7,229
39,39,10,1232,371,794,105,7,132
39,39,11,53198,435,34012,23,9,205
39,39,12,9137,232,61665,97,20,67
39,39,13,69447,216,794,101,21,57
39,39,14,6213,216,330,99,22,58
39,39,15,794,217,4482,89,26,63
39,39,16,53198,95,23,87,32,3
39,39,17,10924,81,498,57,52,11
39,39,18,330,58,25598,48,60,4
39,39,19,605,81,794,48,66,16
40,40,0,53198,468,100257,12,5,227
40,40,1,609,488,,12,2,237
40,40,2,794,486,,12,3,236
40,40,3,330,486,,12,3,236
40,40,4,2590,275,456,103,19,85
40,40,5,64733,275,56303,103,20,85
40,40,6,12,275,12033,103,16,85
40,40,7,17447,275,19686,91,14,91
40,40,8,27396,275,498,105,16,84
40,40,9,23304,275,330,110,14,82
40,40,10,56303,275,16774,105,16,84
40,40,11,12033,275,794,110,13,82
40,40,12,498,274,53198,87,19,93
40,40,13,330,283,24649,93,16,94
40,40,14,16774,277,794,88,16,94
40,40,15,794,278,13,75,14,101
40,40,16,53198,248,18,92,16,77
40,40,17,24649,250,13,93,19,78
40,40,18,794,248,27309,92,20,77
40,40,19,220,192,26524,72,25,59
41,41,0,53198,480,5324,8,5,235
41,41,1,609,493,,7,2,242
41,41,2,794,489,,7,3,240
41,41,3,330,489,,7,3,240
41,41,4,1712,493,,7,2,242
41,41,5,27396,493,,7,2,242
41,41,6,84318,325,29906,149,5,87
41,41,7,1489,339,481,148,5,95
41,41,8,498,337,1489,147,6,94
41,41,9,330,337,498,151,4,92
41,41,10,16774,341,330,151,3,94
41,41,11,794,337,16774,151,4,92
41,41,12,53198,180,794,151,7,14
41,41,13,13333,212,13922,99,18,56
41,41,14,13333,201,794,180,19,10
41,41,15,220,201,1232,99,22,50
41,41,16,220,193,8953,106,27,43
41,41,17,20785,106,8953,99,35,3
41,41,18,14185,108,20785,99,59,4
41,41,19,22,133,14185,99,49,16
42,42,0,53198,495,13922,3,4,245
42,42,1,609,499,,1,2,248
42,42,2,794,493,1232,6,3,243
42,42,3,330,493,364,6,3,243
42,42,4,7307,499,,1,2,248
42,42,5,38408,499,,1,2,248
42,42,6,81140,499,,1,2,248
42,42,7,261,499,,1,2,248
42,42,8,23304,499,,1,2,248
42,42,9,28192,283,42280,135,7,73
42,42,10,283,283,1767,138,9,72
42,42,11,66,283,498,180,11,51
42,42,12,3808,283,330,180,10,51
42,42,13,498,271,16774,181,11,44
42,42,14,330,271,794,180,12,45
42,42,15,16774,276,53198,172,10,51
42,42,16,794,271,7307,154,11,58
42,42,17,53198,271,794,179,15,45
42,42,18,276,276,330,178,10,48
42,42,19,941,276,60218,85,11,95
43,43,0,53198,413,100257,67,5,172
43,43,1,609,433,,67,2,182
43,43,2,794,429,,67,3,180
43,43,3,330,429,,67,3,180
43,43,4,15561,291,4030,142,3,74
43,43,5,12,185,23304,137,16,23
43,43,6,15561,142,70464,138,11,1
43,43,7,23304,184,498,150,11,16
43,43,8,70464,181,330,150,8,15
43,43,9,498,200,16774,150,9,24
43,43,10,330,215,794,150,9,32
43,43,11,16774,204,330,72,11,65
43,43,12,794,200,4030,88,16,55
43,43,13,53198,101,4030,89,17,5
43,43,14,4030,124,1292,88,20,17
43,43,15,1292,124,4030,81,23,21
43,43,16,794,98,53954,88,24,4
43,43,17,330,102,53954,89,27,6
43,43,18,53954,128,16417,89,26,19
43,43,19,16417,128,8439,126,27,0
44,44,0,53198,424,5324,65,4,179
44,44,1,609,496,,4,2,245
44,44,2,794,489,1232,7,3,240
44,44,3,330,489,364,7,3,240
44,44,4,76,496,,4,2,245
44,44,5,4777,496,,4,2,245
44,44,6,27396,496,,4,2,245
44,44,7,90476,496,,4,2,245
44,44,8,46920,496,,4,2,245
44,44,9,498,489,518,7,3,240
44,44,10,330,489,364,7,3,240
44,44,11,16774,496,,4,2,245
44,44,12,794,489,1232,7,3,240
44,44,13,330,304,53198,176,5,63
44,44,14,13922,285,4949,202,6,41
44,44,15,4949,291,5617,202,5,44
44,44,16,5617,291,794,190,6,50
44,44,17,1232,285,330,190,7,47
44,44,18,364,241,23812,195,6,22
44,44,19,23812,291,4513,195,4,47
45,45,0,53198,336,100257,84,5,125
45,45,1,609,416,,84,2,165
45,45,2,794,409,,84,3,162
45,45,3,330,409,,84,3,162
45,45,4,496,238,,84,13,76
45,45,5,90467,292,,84,12,103
45,45,6,69917,324,,84,15,119
45,45,7,9293,293,,84,29,104
45,45,8,5507,201,498,105,25,47
45,45,9,498,217,330,106,21,55
45,45,10,330,217,16774,108,14,54
45,45,11,16774,221,794,106,12,57
45,45,12,794,217,,102,14,57
45,45,13,53198,178,,103,18,37
45,45,14,61665,175,,104,27,35
45,45,15,794,171,,105,33,32
45,45,16,330,171,,106,35,32
45,45,17,32,147,,106,39,20
45,45,18,19092,107,,106,49,0
45,45,19,,108,69917,86,57,10
46,46,0,53198,348,100257,108,4,119
46,46,1,609,392,,108,2,141
46,46,2,794,385,,108,3,138
46,46,3,330,385,,108,3,138
46,46,4,,108,31916,98,13,4
46,46,5,16621,126,,108,14,8
46,46,6,,108,11447,86,19,10
46,46,7,,108,21943,106,14,0
46,46,8,,108,9878,106,18,0
46,46,9,498,161,,108,20,26
46,46,10,330,161,,108,19,26
46,46,11,16774,166,,109,20,28
46,46,12,794,162,,111,23,25
46,46,13,53198,147,,113,28,16
46,46,14,9710,122,,117,36,2
46,46,15,,120,16,70,39,24
46,46,16,,121,1232,70,43,25
46,46,17,,121,364,69,56,25
46,46,18,,121,364,63,73,28
46,46,19,,121,364,50,83,35
47,47,0,53198,413,5324,63,4,174
47,47,1,609,483,,17,2,232
47,47,2,794,476,,17,3,229
47,47,3,330,476,,17,3,229
47,47,4,89921,295,10590,150,4,72
47,47,5,1474,165,49236,136,10,14
47,47,6,360,163,20623,136,16,13
47,47,7,498,308,330,126,16,90
47,47,8,330,308,16774,130,9,88
47,47,9,16774,311,794,126,6,92
47,47,10,794,308,53198,95,9,106
47,47,11,53198,213,64,100,16,56
47,47,12,64,141,794,110,29,15
47,47,13,794,158,220,118,27,19
47,47,14,220,210,868,109,21,50
47,47,15,868,153,11,112,17,20
47,47,16,11,175,330,104,19,35
47,47,17,330,158,65,100,21,28
47,47,18,65,141,794,101,23,19
47,47,19,794,145,220,102,22,21
48,48,0,53198,385,100257,74,4,155
48,48,1,609,426,,74,2,175
48,48,2,794,415,,74,3,170
48,48,3,330,415,,74,3,170
48,48,4,20778,163,695,109,13,26
48,48,5,12172,82,9878,80,22,0
48,48,6,369,88,,74,24,6
48,48,7,498,210,15161,77,25,66
48,48,8,330,210,,78,20,65
48,48,9,16774,211,,78,22,66
48,48,10,794,210,,78,21,65
48,48,11,53198,111,330,103,23,3
48,48,12,,78,9710,70,38,3
48,48,13,794,83,,83,48,0
48,48,14,1232,114,,83,44,15
48,48,15,364,100,,85,60,7
48,48,16,,87,364,34,94,26
48,48,17,,88,1232,37,99,25
48,48,18,,88,364,52,101,17
48,48,19,,89,364,59,107,14
49,49,0,53198,402,13922,81,4,160
49,49,1,609,488,,11,3,238
49,49,2,794,408,1232,81,3,163
49,49,3,330,407,364,81,4,162
49,49,4,359,487,,11,4,237
49,49,5,1639,487,,11,4,237
49,49,6,90160,487,,11,4,237
49,49,7,12,487,,11,4,237
49,49,8,15561,487,,11,4,237
49,49,9,23304,487,,11,4,237
49,49,10,70464,300,33392,169,7,65
49,49,11,36663,202,398,169,10,16
49,49,12,3914,202,36663,169,8,16
49,49,13,498,233,3914,169,6,31
49,49,14,330,233,498,153,9,39
49,49,15,16774,299,330,153,7,72
49,49,16,794,233,16774,168,8,32
49,49,17,53198,294,794,153,11,70
49,49,18,2588,296,53198,168,8,63
49,49,19,794,295,2588,169,8,62
50,50,0,53198,448,100257,24,5,211
50,50,1,609,476,,24,2,225
50,50,2,794,469,,24,3,222
50,50,3,330,469,,24,3,222
50,50,4,29353,399,79,70,6,164
50,50,5,13772,282,10827,86,10,97
50,50,6,498,225,27719,85,14,69
50,50,7,330,225,498,99,8,62
50,50,8,16774,225,330,99,8,62
50,50,9,794,225,,104,8,60
50,50,10,330,162,,105,12,28
50,50,11,13922,119,,105,21,6
50,50,12,,110,4030,82,24,13
50,50,13,1232,114,,113,22,0
50,50,14,,124,364,97,32,13
50,50,15,,134,74,58,43,37
50,50,16,,135,13873,58,44,38
50,50,17,,137,8439,85,43,25
50,50,18,,153,9388,61,47,45
50,50,19,,192,100257,69,41,61
51,51,0,53198,452,13922,17,5,217
51,51,1,609,484,,16,2,233
51,51,2,794,467,1232,17,3,224
51,51,3,330,467,364,17,3,224
51,51,4,15561,456,,16,12,219
51,51,5,2113,270,36663,107,22,81
51,51,6,498,241,3914,107,25,66
51,51,7,330,241,498,128,25,56
51,51,8,16774,247,330,128,19,59
51,51,9,794,241,16774,133,16,53
51,51,10,53198,200,794,128,18,35
51,51,11,24649,142,53198,110,22,15
51,51,12,794,260,5641,122,21,68
51,51,13,220,204,794,116,19,43
51,51,14,1987,214,220,141,19,36
51,51,15,13,214,1987,142,16,35
51,51,16,1774,214,13,142,18,35
51,51,17,11,203,1774,142,18,30
51,51,18,330,190,11,140,29,24
51,51,19,26524,136,330,111,25,12
52,52,0,53198,495,5324,3,4,245
52,52,1,609,499,,1,2,248
52,52,2,794,499,,1,2,248
52,52,3,330,499,,1,2,248
52,52,4,10590,498,723,1,3,248
52,52,5,27396,498,9976,1,3,248
52,52,6,19082,365,1474,134,3,115
52,52,7,498,361,22063,134,4,113
52,52,8,330,361,498,133,4,113
52,52,9,16774,361,330,133,3,113
52,52,10,794,361,16774,133,3,113
52,52,11,53198,318,794,133,8,92
52,52,12,64,313,53198,131,10,90
52,52,13,794,324,64,132,9,95
52,52,14,220,329,794,144,7,92
52,52,15,717,321,220,143,7,88
52,52,16,11,317,717,144,10,86
52,52,17,330,326,11,143,9,91
52,52,18,65,313,330,144,9,84
52,52,19,794,316,65,132,11,91
53,53,0,53198,376,100257,65,5,155
53,53,1,609,435,,65,2,184
53,53,2,794,409,,65,3,171
53,53,3,330,409,,65,3,171
53,53,4,83,374,,65,9,154
53,53,5,371,375,,65,10,154
53,53,6,90377,375,,65,9,154
53,53,7,269,375,,65,8,154
53,53,8,498,375,,65,8,154
53,53,9,330,380,,65,8,157
53,53,10,16774,375,,65,9,154
53,53,11,794,382,,65,7,158
53,53,12,330,242,53198,129,8,56
53,53,13,13922,230,1178,139,12,45
53,53,14,1178,187,794,128,16,29
53,53,15,1232,208,330,128,13,39
53,53,16,364,204,83,138,12,32
53,53,17,83,200,371,138,13,30
53,53,18,371,201,90377,138,14,31
53,53,19,90377,203,269,138,13,32
54,54,0,53198,332,5018,142,5,94
54,54,1,609,479,,21,2,228
54,54,2,794,478,,21,3,228
54,54,3,330,478,,21,3,228
54,54,4,36771,475,,21,4,226
54,54,5,24358,475,,21,3,226
54,54,6,23304,475,,21,3,226
54,54,7,85981,475,,21,3,226
54,54,8,498,474,,21,4,226
54,54,9,330,474,,21,4,226
54,54,10,16774,475,,21,4,226
54,54,11,794,474,,21,5,226
54,54,12,53198,361,330,109,9,125
54,54,13,1178,362,13922,109,8,126
54,54,14,794,361,1178,112,8,124
54,54,15,330,361,1232,109,8,125
54,54,16,372,362,364,107,8,127
54,54,17,10830,362,372,110,7,125
54,54,18,9388,201,498,162,9,19
54,54,19,8439,306,330,163,8,71
55,55,0,53198,473,100257,22,4,225
55,55,1,609,478,,22,2,227
55,55,2,794,475,,22,3,226
55,55,3,330,475,,22,3,226
55,55,4,15561,478,,22,2,227
55,55,5,1474,475,,22,4,226
55,55,6,4777,475,,22,4,226
55,55,7,27396,475,,22,4,226
55,55,8,23304,475,,22,4,226
55,55,9,36817,470,,22,5,223
55,55,10,82,470,,22,5,223
55,55,11,498,472,,22,6,224
55,55,12,330,473,,22,5,225
55,55,13,16774,475,,22,5,226
55,55,14,794,472,,22,5,224
55,55,15,53198,362,330,108,9,126
55,55,16,2513,362,13922,102,9,129
55,55,17,794,362,2513,101,11,130
55,55,18,330,358,1232,102,11,127
55,55,19,8445,246,364,101,13,72
56,56,0,53198,465,5324,14,5,225
56,56,1,609,491,,9,2,240
56,56,2,794,486,,9,3,238
56,56,3,330,486,,9,3,238
56,56,4,906,302,15561,189,3,56
56,56,5,589,302,23304,189,3,56
56,56,6,618,302,56303,189,3,56
56,56,7,23304,302,12033,189,3,56
56,56,8,56303,302,498,186,5,57
56,56,9,12033,302,330,186,4,57
56,56,10,498,299,16774,188,4,55
56,56,11,330,299,794,186,5,56
56,56,12,16774,302,53198,136,8,82
56,56,13,794,299,24649,151,9,73
56,56,14,53198,240,794,137,14,51
56,56,15,24649,263,220,141,15,60
56,56,16,794,240,1272,149,12,45
56,56,17,220,256,13,149,16,53
56,56,18,1272,263,22708,149,14,56
56,56,19,13,263,23,149,14,56
57,57,0,53198,462,100257,19,4,221
57,57,1,609,481,,19,2,230
57,57,2,794,470,,19,3,225
57,57,3,330,470,,19,3,225
57,57,4,1712,481,,19,2,230
57,57,5,1474,481,,19,2,230
57,57,6,4777,481,,19,2,230
57,57,7,27396,481,,19,2,230
57,57,8,12,272,23304,158,6,56
57,57,9,14500,262,32377,153,9,54
57,57,10,3084,263,14987,153,11,54
57,57,11,498,422,330,45,6,188
57,57,12,330,422,16774,46,5,187
57,57,13,16774,432,794,45,6,193
57,57,14,794,422,53198,34,9,193
57,57,15,53198,375,4482,37,16,168
57,57,16,1712,207,1045,132,15,37
57,57,17,794,329,1489,49,22,139
57,57,18,330,332,8855,49,19,141
57,57,19,2366,334,794,47,26,143
58,58,0,53198,401,100257,64,4,168
58,58,1,609,436,,64,2,185
58,58,2,794,432,,64,3,183
58,58,3,330,432,,64,3,183
58,58,4,26961,183,27963,110,8,36
58,58,5,258,183,41324,109,17,36
58,58,6,1697,183,27396,109,28,36
58,58,7,57047,162,7716,109,24,26
58,58,8,67520,113,771,109,30,1
58,58,9,498,134,12,104,32,14
58,58,10,330,134,16774,72,33,30
58,58,11,16774,138,498,74,21,31
58,58,12,794,134,330,74,21,29
58,58,13,53198,123,16774,76,25,23
58,58,14,794,133,61665,126,27,3
58,58,15,794,150,,76,36,36
58,58,16,330,118,,77,46,20
58,58,17,,77,32,65,65,5
58,58,18,,77,330,46,78,15
58,58,19,,86,794,33,101,26
59,59,0,53198,499,100257,1,2,248
59,59,1,609,499,,1,2,248
59,59,2,794,499,,1,2,248
59,59,3,330,499,,1,2,248
59,59,4,36771,498,15561,1,3,248
59,59,5,24358,498,24851,1,3,248
59,59,6,23304,498,27396,1,3,248
59,59,7,85981,498,23304,1,3,248
59,59,8,498,498,20944,1,3,248
59,59,9,330,498,41790,1,3,248
59,59,10,16774,498,498,1,3,248
59,59,11,794,498,330,1,3,248
59,59,12,53198,471,330,19,7,225
59,59,13,1178,433,16774,32,7,200
59,59,14,794,473,1178,19,7,226
59,59,15,330,429,53198,24,11,202
59,59,16,1658,443,1178,32,8,205
59,59,17,21596,443,794,24,10,209
59,59,18,498,427,330,25,14,200
59,59,19,330,437,1658,31,9,202
60,60,0,5324,250,53198,165,6,42
60,60,1,609,439,,61,2,188
60,60,2,794,416,,61,4,177
60,60,3,330,416,,61,3,177
60,60,4,27963,421,,61,11,179
60,60,5,41324,423,,61,10,180
60,60,6,27396,423,,61,12,180
60,60,7,7716,423,,61,9,180
60,60,8,771,423,,61,9,180
60,60,9,498,405,,61,9,171
60,60,10,330,405,,63,10,170
60,60,11,16774,427,,63,11,181
60,60,12,794,407,,63,10,171
60,60,13,53198,335,330,83,13,125
60,60,14,61665,343,13922,77,14,132
60,60,15,794,335,61665,80,14,127
60,60,16,330,335,1232,77,14,128
60,60,17,32,283,364,77,19,102
60,60,18,220,171,3463,111,32,29
60,60,19,311,113,18,111,33,0
61,61,0,53198,442,13922,39,4,201
61,61,1,609,487,,13,2,236
61,61,2,794,448,1232,39,3,204
61,61,3,330,448,364,39,3,204
61,61,4,359,487,,13,2,236
61,61,5,1639,487,,13,2,236
61,61,6,90160,487,,13,2,236
61,61,7,12,487,,13,2,236
61,61,8,15561,487,,13,2,236
61,61,9,23304,487,,13,2,236
61,61,10,33392,465,70464,22,3,221
61,61,11,398,465,36663,18,4,223
61,61,12,36663,465,3914,18,4,223
61,61,13,3914,465,498,16,4,224
61,61,14,498,428,518,33,7,197
61,61,15,330,428,364,33,5,197
61,61,16,16774,461,,17,4,221
61,61,17,794,428,1232,33,6,197
61,61,18,53198,455,2588,20,8,217
61,61,19,2588,460,794,20,5,219
62,62,0,53198,490,100257,7,4,241
62,62,1,609,493,,7,2,242
62,62,2,794,493,,7,2,242
62,62,3,330,493,,7,2,242
62,62,4,15280,297,36771,105,7,95
62,62,5,11843,297,90150,58,15,119
62,62,6,16210,297,27396,51,20,122
62,62,7,27396,304,498,61,16,121
62,62,8,23304,300,330,61,13,119
62,62,9,85981,297,16774,75,12,110
62,62,10,498,322,794,61,15,130
62,62,11,330,352,794,50,12,150
62,62,12,16774,322,1178,52,12,134
62,62,13,794,348,1178,51,16,148
62,62,14,53198,209,330,130,16,39
62,62,15,1178,221,13922,80,18,70
62,62,16,794,210,1178,106,14,51
62,62,17,330,219,1232,80,11,69
62,62,18,805,221,364,80,14,70
62,62,19,408,221,805,106,15,57
63,63,0,53198,465,100257,13,5,225
63,63,1,609,487,,13,2,236
63,63,2,794,485,,13,3,235
63,63,3,330,485,,13,3,235
63,63,4,6843,468,15561,17,4,225
63,63,5,12,468,,13,5,227
63,63,6,15561,468,,13,6,227
63,63,7,1474,468,,13,8,227
63,63,8,4777,468,,13,7,227
63,63,9,23304,468,,13,8,227
63,63,10,56303,468,,13,7,227
63,63,11,12033,468,,13,7,227
63,63,12,498,465,794,14,10,225
63,63,13,330,465,,15,8,224
63,63,14,16774,466,,15,8,225
63,63,15,794,469,,15,8,226
63,63,16,53198,433,330,22,12,205
63,63,17,24649,441,13922,17,11,211
63,63,18,794,433,24649,20,11,206
63,63,19,220,417,330,30,13,193
64,64,0,53198,346,13922,124,4,110
64,64,1,609,499,,1,2,248
64,64,2,794,375,1232,124,3,125
64,64,3,330,375,364,124,3,125
64,64,4,1030,490,76,6,6,241
64,64,5,10979,490,34263,6,6,241
64,64,6,20486,491,4791,6,5,242
64,64,7,1220,491,1824,6,5,242
64,64,8,15204,491,8772,6,5,242
64,64,9,8894,491,9976,3,7,243
64,64,10,12,410,498,55,8,177
64,64,11,14500,407,330,56,8,175
64,64,12,28039,383,16774,84,10,149
64,64,13,498,299,518,91,10,103
64,64,14,330,299,364,91,15,103
64,64,15,16774,390,970,56,17,166
64,64,16,794,352,1232,91,16,130
64,64,17,53198,346,220,57,19,144
64,64,18,970,352,2636,62,23,144
64,64,19,794,351,11,52,24,149
65,65,0,53198,473,100257,17,4,227
65,65,1,609,483,,17,2,232
65,65,2,794,480,,17,3,231
65,65,3,330,480,,17,3,231
65,65,4,5531,478,,17,4,230
65,65,5,27396,478,,17,4,230
65,65,6,1481,316,23304,82,6,116
65,65,7,759,316,498,83,6,116
65,65,8,1991,316,330,83,6,116
65,65,9,1956,316,16774,84,5,115
65,65,10,1383,316,794,83,6,116
65,65,11,21479,316,53198,82,6,116
65,65,12,498,313,53198,80,12,116
65,65,13,330,311,794,79,20,115
65,65,14,16774,315,330,78,14,118
65,65,15,794,311,220,48,23,131
65,65,16,53198,311,13,41,47,134
65,65,17,2641,314,26478,24,54,144
65,65,18,861,314,92,24,42,144
65,65,19,794,312,,20,31,145
66,66,0,53198,472,5324,20,3,225
66,66,1,609,500,,0,1,249
66,66,2,794,492,1232,8,2,241
66,66,3,330,492,364,8,2,241
66,66,4,5531,498,13922,1,3,248
66,66,5,27396,499,16774,1,2,248
66,66,6,23304,498,1232,1,3,248
66,66,7,1956,335,7184,163,4,85
66,66,8,1383,335,498,159,5,87
66,66,9,21479,335,330,159,5,87
66,66,10,498,328,16774,163,7,82
66,66,11,330,329,794,159,7,84
66,66,12,16774,331,53198,133,11,98
66,66,13,794,328,2641,69,17,129
66,66,14,53198,289,794,119,18,84
66,66,15,2641,328,330,100,23,113
66,66,16,794,291,3311,67,28,111
66,66,17,330,187,9388,92,40,47
66,66,18,2366,102,8439,90,65,5
66,66,19,18,100,100257,97,49,1
67,67,0,53198,443,100257,37,5,202
67,67,1,609,463,,37,2,212
67,67,2,794,461,,37,3,211
67,67,3,330,461,,37,3,211
67,67,4,89921,394,5531,64,5,164
67,67,5,1824,394,20623,64,5,164
67,67,6,46541,394,1824,64,5,164
67,67,7,498,396,46541,64,5,165
67,67,8,330,396,498,64,4,165
67,67,9,16774,398,330,64,3,166
67,67,10,794,396,16774,64,4,165
67,67,11,53198,389,794,64,5,162
67,67,12,29199,365,53198,64,10,150
67,67,13,794,364,,38,17,162
67,67,14,330,363,794,39,9,161
67,67,15,19,364,,38,10,162
67,67,16,353,348,19,53,17,147
67,67,17,220,265,400,87,23,88
67,67,18,10161,348,220,43,20,152
67,67,19,13,348,10161,44,20,151
68,68,0,53198,476,5018,15,5,230
68,68,1,609,494,,6,2,243
68,68,2,794,493,,6,3,243
68,68,3,330,493,,6,3,243
68,68,4,15814,494,,6,2,243
68,68,5,64733,494,,6,2,243
68,68,6,82632,494,,6,2,243
68,68,7,23304,494,,6,2,243
68,68,8,11327,494,,6,2,243
68,68,9,30043,494,,6,2,243
68,68,10,498,492,,6,4,242
68,68,11,330,492,,7,3,242
68,68,12,16774,493,,7,2,242
68,68,13,794,492,,7,3,242
68,68,14,53198,393,330,49,10,171
68,68,15,3311,191,1337,156,17,17
68,68,16,3084,191,794,190,19,0
68,68,17,330,187,794,122,22,32
68,68,18,330,121,1735,90,31,15
68,68,19,2366,155,498,114,45,20
69,69,0,53198,485,5324,7,5,238
69,69,1,609,496,,4,2,245
69,69,2,794,493,,4,3,244
69,69,3,330,493,,4,3,244
69,69,4,15561,454,4030,41,4,206
69,69,5,24851,236,2113,116,12,59
69,69,6,498,313,70464,50,13,131
69,69,7,330,313,23304,74,9,119
69,69,8,16774,316,70464,65,9,125
69,69,9,794,313,498,66,10,123
69,69,10,53198,210,330,148,10,30
69,69,11,4030,222,13922,81,13,70
69,69,12,1292,221,4030,116,17,52
69,69,13,794,207,1292,85,16,60
69,69,14,330,202,4030,62,19,69
69,69,15,60704,257,1292,62,18,97
69,69,16,11,119,60704,89,20,14
69,69,17,330,117,9822,117,22,0
69,69,18,9388,124,60704,64,34,29
69,69,19,8439,122,,48,39,36
70,70,0,53198,230,5324,198,6,15
70,70,1,609,493,3961,2,5,245
70,70,2,794,428,1232,64,6,181
70,70,3,330,428,364,65,4,181
70,70,4,5531,484,1712,4,8,239
70,70,5,27396,489,,4,6,242
70,70,6,23304,299,1481,135,10,81
70,70,7,7184,294,759,135,11,79
70,70,8,498,260,1991,135,10,62
70,70,9,330,260,1956,135,10,62
70,70,10,16774,298,1383,135,9,81
70,70,11,794,260,21479,135,11,62
70,70,12,53198,278,498,120,16,78
70,70,13,2641,212,330,120,15,45
70,70,14,794,252,16774,134,16,58
70,70,15,220,249,794,130,20,59
70,70,16,11739,263,53198,131,24,65
70,70,17,24870,263,2641,131,19,65
70,70,18,19642,263,861,131,20,65
70,70,19,17,263,794,131,23,65
71,71,0,53198,488,5018,6,5,240
71,71,1,609,497,,3,2,246
71,71,2,794,496,,3,3,246
71,71,3,330,496,,3,3,246
71,71,4,76,497,,3,2,246
71,71,5,4777,497,,3,2,246
71,71,6,38428,497,,3,2,246
71,71,7,27396,497,,3,2,246
71,71,8,23304,497,,3,2,246
71,71,9,56303,497,,3,2,246
71,71,10,12033,497,,3,2,246
71,71,11,498,495,,3,4,245
71,71,12,330,495,,4,3,245
71,71,13,16774,496,,4,2,245
71,71,14,794,495,,4,3,245
71,71,15,53198,437,79786,22,7,207
71,71,16,24649,474,13922,20,4,226
71,71,17,794,438,24649,22,6,207
71,71,18,220,439,330,34,6,202
71,71,19,975,470,220,22,5,223
72,72,0,53198,315,13922,167,4,73
72,72,1,609,489,,11,2,238
72,72,2,794,322,1232,167,3,77
72,72,3,330,322,364,167,3,77
72,72,4,359,489,,11,2,238
72,72,5,1639,489,,11,2,238
72,72,6,90160,489,,11,2,238
72,72,7,12,489,,11,2,238
72,72,8,15561,489,,11,2,238
72,72,9,23304,489,,11,2,238
72,72,10,70464,486,,11,4,237
72,72,11,36817,403,1284,80,6,161
72,72,12,82,403,811,80,6,161
72,72,13,498,317,518,167,7,74
72,72,14,330,317,364,167,7,74
72,72,15,16774,484,,13,5,235
72,72,16,794,317,1232,167,6,74
72,72,17,53198,424,4482,26,9,198
72,72,18,2588,438,8439,25,8,206
72,72,19,794,429,100257,25,10,201
73,73,0,53198,325,100257,96,4,114
73,73,1,609,404,,96,2,153
73,73,2,794,330,,96,3,116
73,73,3,330,330,,96,3,116
73,73,4,359,393,,96,4,148
73,73,5,1639,393,,96,8,148
73,73,6,90160,393,,96,7,148
73,73,7,12,393,,96,10,148
73,73,8,15561,393,,96,10,148
73,73,9,23304,393,,96,9,148
73,73,10,70464,389,,96,11,146
73,73,11,36817,225,36663,164,11,30
73,73,12,82,225,3914,164,10,30
73,73,13,498,315,,96,11,109
73,73,14,330,316,,98,13,108
73,73,15,16774,387,,98,10,144
73,73,16,794,315,,98,11,108
73,73,17,53198,380,,98,15,140
73,73,18,2588,383,,98,12,142
73,73,19,794,380,,98,15,140
74,74,0,53198,467,13922,23,4,221
74,74,1,609,495,,5,2,244
74,74,2,794,472,1232,23,3,224
74,74,3,330,472,364,23,3,224
74,74,4,15561,495,,5,2,244
74,74,5,81839,495,,5,2,244
74,74,6,27396,495,,5,2,244
74,74,7,79505,233,23304,211,6,10
74,74,8,70464,211,7348,210,8,0
74,74,9,498,430,70464,43,6,193
74,74,10,330,430,498,41,6,194
74,74,11,16774,450,330,41,5,204
74,74,12,794,430,16774,44,5,192
74,74,13,53198,431,794,41,8,194
74,74,14,9103,290,12393,102,11,93
74,74,15,794,336,7348,102,10,116
74,74,16,330,300,19686,102,11,98
74,74,17,47275,292,794,99,16,96
74,74,18,498,232,53198,99,16,66
74,74,19,330,254,9103,64,25,94
75,75,0,53198,490,100257,8,3,240
75,75,1,609,492,,8,2,241
75,75,2,794,490,,8,3,240
75,75,3,330,490,,8,3,240
75,75,4,564,492,,8,2,241
75,75,5,87,492,,8,2,241
